x1,x2,label
7.815548382567023,7.707066188057759,0
3.779166176792965,5.37231266226253,1
1.9992260851629762,4.536715487106861,0
3.0463105722044084,5.9633881184099335,1
2.5679067355967335,2.427050170105456,0
4.185459628480213,5.988346976860251,1
8.714251787194678,1.0016607269153621,0
6.413978635388825,7.866992913690309,0
3.7866976776998564,5.385798431322177,1
3.4081243661377316,5.800697739698188,1
3.992255738355477,5.258102719128313,1
2.89110812478253,8.874656262802272,0
1.986326000329951,1.329403745031652,0
4.194082025922123,5.936626636205448,1
3.8549804812663266,5.68094429807926,1
7.750793125006745,7.543147737598465,0
9.892412272527396,2.0649387518997964,0
9.483038866190869,9.36967214670161,0
3.8472783899876717,5.585430476285696,1
4.3239381322571,5.879537847158681,1
3.3238645544038903,5.780846274011431,1
8.944883312160037,2.3178501836835586,0
6.02777593512986,7.802269440679105,0
8.722544718627685,3.7017447385867097,0
4.216436614085075,5.888752540731758,1
1.3507507164526766,0.0338826066010145,0
9.76665930837938,0.9398758979029109,0
3.3864473468806677,5.77816755337043,1
8.172110953921022,0.6578144334470326,0
3.135881704154526,5.421016821542968,0
3.620536444840935,3.262478589948837,0
4.43680490067476,3.145462921838733,0
4.036467618364734,5.546678678983401,1
3.73406353955772,5.895310301983756,1
2.443478805690508,7.633864802677197,0
3.8020319564615166,5.960810739106474,1
4.123689642673063,5.376683088300247,1
0.7924739383456181,2.0730839129567635,0
0.35267808579442894,2.343940835907845,0
3.7946967806429868,5.890960942969956,1
3.3796098200082647,5.691784531975388,1
3.5677566237449456,5.55753492695923,1
4.187963054673162,5.668732269833643,1
3.702910423580162,5.649666862525754,1
4.135168946085249,5.840516742101399,1
3.8354758646001406,5.672699515615143,1
2.9578636471310182,5.974321405247972,1
3.584136659349709,5.945291523043203,1
1.7030289547325528,8.058260366856127,0
0.019511725588767792,2.644667931365129,0
3.57782641075314,5.8748863272879595,1
3.5800825172458737,5.858426178189648,1
6.718065054938455,9.46718244713532,0
3.2836599312173655,5.7843732798359095,1
6.187841933125994,3.887064251765473,0
3.7960381578648263,5.509321033991625,1
3.2379143639635934,5.853648251491078,1
2.08235845000467,1.7851816203121573,0
4.284894133630934,5.721360694593919,1
3.4385965222311166,0.7893228825972409,0
3.7593933157870185,5.621541845523198,1
4.257802252007253,5.889946233375758,1
2.9030930818485046,5.978608057096001,1
1.2660742875373654,1.0133306740832193,0
5.5463244993313054,5.834256360862201,0
4.082680445615084,5.987770903151393,1
4.07806766377656,5.2593795736996025,1
3.8621204108491836,5.677348662138858,1
0.7514804451934676,0.626380210516142,0
3.623249139553628,5.8818295689753555,1
3.1532896489737605,5.815021120076958,1
6.539005008708326,3.5051440992150495,0
4.032957773037465,5.189786655501965,1
7.721802005258759,9.019993645372029,0
3.5387025981499876,5.975810175140557,1
3.03482389315581,5.880860060519769,1
4.001523050958504,4.159986755749908,0
3.737448118181682,5.489665566730779,1
3.508130108629677,5.7996895135069995,1
4.0572323259543674,5.507616377835266,1
3.9406392743935603,5.666814532867975,1
4.020078843390657,5.970392169879749,1
3.2429878948276936,5.812467566004186,1
3.9824507585184064,5.963849552541872,1
7.331677288985359,0.47407131779969025,0
2.4569021229029717,8.158297309252555,0
4.002468482092971,5.3662058146045,1
4.035838407022226,5.832547805285859,1
3.929770762687296,5.781287331503372,1
3.8138755666006174,5.433284002585889,1
1.8736052948877702,1.8812169775366805,0
